name,house_resources,sales_count,activity_rate,property_rate,education_rate,plate_rate,search_rate,raise_rate1,raise_rate2,house_count,struct_type,green_rate,volume_rate,admin_money,property_type,build_area,build_count,water,warm,electric,gas,safe,clean,elevator,park,communicate,bus,subway,kindergarten,school,university,mall,hospital,postoffice,bank,else,innersupport,rate_score
清雅苑,0.0,0.0,5.0,10.0,5.0,10.0,0.0,1.171,0.999,1466户,板塔结合,7.0,2.64,1.00元/平米·月,住宅,200000平方米,31栋,杭州市水业集团有限公司,自供暖,国家电网,管道燃气,值班保安,垃圾清运,1,地上100个车位,移动、联通、电信等,9.0,1.0,3.0,4.0,7.0,0,2.0,1.0,1.0,2.0,14.0,242.695
保利湾天地,0.0,0.0,5.0,7.5,7.5,10.0,0.0,1.113,0.846,2331户,塔楼,6.0,3.50,2.30元/平米·月,住宅,280000平方米,11栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,封闭式小区,物业卫生服务,1,共1647个车位,宽带入户,0.0,0.0,4.0,10.0,2.0,0,3.0,1.0,4.0,5.0,1.0,241.82
江南文苑,0.0,0.0,5.0,10.0,5.0,7.5,10.0,1.042,0.967,1163户,板楼,6.0,2.28,1.20元/平米·月,住宅,170000平方米,15栋,杭州市滨江浦沿自来水,市政统一供暖,杭州市电力局滨江供电局,管道燃气,电子监控、楼宇对讲系统,保洁人员,1,780个,宽带入户,0.0,2.0,3.0,6.0,1.0,0,3.0,2.0,3.0,5.0,10.0,241.425
太阳国际,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.169,0.997,1562户,板楼,11.0,2.98,2.20元/平米·月,住宅,180000平方米,3栋,杭州市水业集团有限公司,空调,杭州市电力局,管道天然气,可视对讲、24小时保安、电子监控,卫生费、垃圾费,1,地下车位500个,宽带入户,9.0,1.0,3.0,5.0,5.0,0,3.0,1.0,5.0,4.0,3.0,239.645
爱丁郡,1.0,0.0,2.5,2.5,5.0,7.5,3.546,1.32,0.995,785户,塔楼,6.0,1.80,1.40元/平米·月,住宅,136747平方米,24栋,市政供水,无供暖,杭州市电力局,管道燃气,小区安保,地面清扫,1,地上车位47个,移动、联通、电信等,0.0,0.0,5.0,9.0,2.0,0,4.0,2.0,2.0,5.0,1.0,238.171
建德村,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.317,1.053,156户,板楼,4.0,2.50,0,住宅,0,2栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,0,移动、联通、电信等,5.0,0.0,12.0,7.0,1.0,0,1.0,1.0,1.0,1.0,1.0,236.965
三塘桂园,0.0,0.0,5.0,7.5,7.5,10.0,0.0,1.231,0.893,941户,板楼,6.0,2.50,1.00元/平米·月,住宅,100000平方米,16栋,自来水,自供暖,一户一表,管道燃气,电子监控,卫生费、垃圾费,0,100个车位,电信、移动、联通等设备,4.0,1.0,6.0,4.0,1.0,0,4.0,5.0,3.0,8.0,0.0,236.705
之江公寓景江苑,0.0,0.0,5.0,10.0,5.0,7.5,0.0,0.993,1.15,418户,塔楼,8.0,1.69,1.60元/平米·月,住宅,100000平方米,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道然气,值班保安,0,1,300,移动、联通、电信等,4.0,0.0,5.0,6.0,4.0,0,4.0,1.0,2.0,6.0,2.0,236.68
戈雅公寓,0.0,0.0,5.0,5.0,7.5,7.5,9.096,1.168,0.966,5390户,板楼,7.0,1.59,1.70元/平米·月,住宅,402000平方米,50栋,景观水系采用NARS生物水处理系统,自供暖,国家电网,管道天然气,值班保安,垃圾清运,1,1200个车位,移动、联通、电信等,4.0,1.0,5.0,3.0,5.0,0,3.0,2.0,5.0,3.0,8.0,235.266
钱江湾花园,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.29,0.949,1603户,板楼,8.4,1.53,2.40元/平米·月,住宅,220000平方米,40栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,电子监控、高级防盗门,卫生费、垃圾费,1,地下车位1100余个,有线、宽带、电话,4.0,1.0,3.0,5.0,5.0,0,6.0,2.0,3.0,7.0,1.0,234.535
润和皇庭花园,0.0,0.0,5.0,10.0,5.0,10.0,4.65,0.966,1.195,0,塔楼,2.0,0,0,住宅,0,0,自来水,自供暖,一户一表,管道煤气,电子监控,卫生费、垃圾费,1,车位1,智能化布线入户,19.0,0.0,2.0,1.0,1.0,0,2.0,1.0,10.0,9.0,1.0,234.235
竹竿巷社区,0.0,0.0,2.5,5.0,5.0,10.0,0.0,1.251,1.013,1011户,板楼,2.12,1.70,0.50元/平米·月,住宅,110000平方米,26栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,单元门锁,卫生费、垃圾费,0,地下停车库,移动宽带入户、按套餐收费,2.0,1.0,4.0,8.0,1.0,0,5.0,1.0,3.0,2.0,1.0,233.325
望江南,3.0,11.0,0.0,0.0,0.0,0.0,5.526,1.109,1.025,475户,塔楼,5.0,2.50,2.50元/平米·月,住宅,88313平方米,7栋,市政供水,自供暖,市供电,0,小区安保,垃圾清运,1,514,电信、移动、联通等设备,0.0,0.0,6.0,6.0,4.0,0,4.0,2.0,5.0,8.0,7.0,232.991
中庆紫荆家园,0.0,0.0,2.5,5.0,5.0,10.0,3.766,1.136,1.051,1008户,板楼,6.0,1.50,1.20元/平米·月,住宅,97500平方米,33栋,变频供水,自供暖,30A,管道煤气,对讲防盗门,卫生费、垃圾费,0,425个停车位,预留二路电话,9.0,2.0,5.0,4.0,3.0,0,2.0,3.0,4.0,1.0,2.0,232.391
红菱新村,0.0,0.0,5.0,5.0,7.5,10.0,5.402,1.104,1.068,835户,板楼,7.0,1.50,0.50元/平米·月,住宅,15074平方米,16栋,杭州市水业集团有限公司,无供暖,杭州市电力局,管道天然气,小区安保,卫生费、垃圾费,0,一般每月缴纳100元管理费,移动宽带等,10.0,1.0,4.0,3.0,1.0,0,2.0,2.0,4.0,5.0,5.0,231.962
左邻右舍,0.0,0.0,5.0,10.0,5.0,7.5,0.0,1.112,0.929,1077户,板塔结合,6.0,3.10,1.75元/平米·月,住宅,120000平方米,9栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,物业保安,卫生费、垃圾费,1,510个,杭州市电信公司,6.0,1.0,6.0,5.0,1.0,0,2.0,1.0,6.0,3.0,1.0,231.555
九龙仓璞俪洋房,4.0,2.0,2.5,2.5,5.0,10.0,4.902,1.957,0.443,210户,板塔结合,6.0,2.10,4.70元/平米·月,住宅,69346平方米,12栋,市供水,自供暖,市供电,0,0,0,0,地上,移动、联通、电信等,0.0,0.0,6.0,4.0,1.0,0,11.0,1.0,1.0,0.0,1.0,231.117
黄龙雅苑,0.0,0.0,5.0,7.5,5.0,10.0,8.778,1.078,1.071,517户,板楼,7.0,2.50,2.20元/平米·月,住宅,50000平方米,5栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,房盗门、电子监控,卫生费、垃圾费,1,约350个车位,宽带入户,10.0,0.0,1.0,6.0,1.0,0,2.0,1.0,5.0,4.0,4.0,230.123
丹桂公寓,33.0,119.0,5.0,5.0,7.5,10.0,7.92,1.332,0.935,806户,板楼,7.2,0.90,2.00元/平米·月,住宅,12600平方米,20栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,单元门锁,卫生费、垃圾费,0,200个停车位,移动、联通、电信等,7.0,1.0,5.0,3.0,2.0,0,4.0,1.0,4.0,4.0,1.0,229.965
景芳三区,5.0,0.0,5.0,5.0,7.5,7.5,4.99,1.293,0.966,2784户,板楼,8.0,1.80,0.50元/平米·月,住宅,134640平方米,59栋,杭州市水业集团有限公司,无供暖,杭州市电力局,管道天然气,小区安保,卫生费、垃圾费,0,约800个,移动宽带等,5.0,1.0,2.0,7.0,2.0,0,4.0,1.0,2.0,2.0,3.0,229.41
钱塘景苑,0.0,0.0,0.0,0.0,0.0,0.0,8.852,1.035,1.004,686户,板楼,7.0,2.18,1.60元/平米·月,住宅,70000平方米,11栋,杭州滨江水务公司,自供暖,杭州市电力局,管道天然气,值班保安,卫生费、垃圾费,1,地下停车位180个,移动宽带等,6.0,1.0,4.0,6.0,6.0,0,4.0,2.0,4.0,6.0,1.0,229.262
大和里小区,0.0,0.0,2.5,2.5,5.0,10.0,0.0,1.298,1.191,93户,板楼,1.2,1.60,0,住宅,16820平方米,3栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局,管道天然气,单元门锁,卫生费、垃圾费,0,地面停车位60,移动、联通、电信等,12.0,0.0,2.0,7.0,1.0,0,2.0,1.0,7.0,1.0,1.0,229.045
溪悦宸府,2.0,4.0,5.0,7.5,5.0,7.5,0.0,1.605,0.976,436户,板塔结合,6.34,2.36,1.32元/,住宅,68997平方米,6栋,0,0,0,0,0,0,0,地上51个,0,6.0,0.0,1.0,6.0,0.0,0,5.0,0.0,7.0,9.0,0.0,228.03
中山花园,0.0,0.0,5.0,5.0,7.5,10.0,4.044,1.043,1.062,696户,塔楼,6.0,6.50,1.60元/平米·月,住宅,12000平方米,3栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,电子监控、24小时保安,卫生费、垃圾费,1,地面停车位,移动宽带等,2.0,1.0,4.0,4.0,2.0,0,4.0,1.0,8.0,9.0,1.0,227.904
恩济花苑,0.0,0.0,5.0,7.5,7.5,10.0,0.0,1.113,1.021,753户,板楼,4.0,1.30,0.60元/平米·月,住宅,100000平方米,19栋,市政供水,自供暖,国家电网,杭州天燃气,小区保安,卫生费、垃圾费,0,有地上停车位,移动、联通、电信等,1.0,1.0,5.0,7.0,2.0,0,1.0,1.0,1.0,1.0,10.0,227.445
龙禧硅谷酒店广场,0.0,0.0,5.0,5.0,5.0,7.5,0.0,1.015,1.102,384户,塔楼,6.0,2.49,3.50元/平米·月,住宅,23142平方米,1栋,杭州市水业集团有限公司,大金中央空调,市供电,管道燃气,值班保安,垃圾清运,1,420个,移动、联通、电信等,6.0,1.0,4.0,3.0,2.0,0,5.0,1.0,4.0,5.0,6.0,227.18
大关南五苑,0.0,0.0,5.0,7.5,5.0,10.0,4.044,1.06,1.157,728户,板楼,6.0,1.50,0.50元/平米·月,住宅,42120平方米,14栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,单元门锁,垃圾清运费,0,地上停车位月420个,移动、联通、电信等,7.0,1.0,2.0,6.0,1.0,0,1.0,1.0,3.0,2.0,9.0,226.499
春江彼岸,0.0,0.0,5.0,7.5,5.0,7.5,6.064,1.089,1.158,1966户,塔楼,6.0200000000000005,3.20,3.50元/平米·月,住宅,235229平方米,13栋,市供水,空调,市供电,天然气,电子监控,保洁人员,1,地下停车位1934个,宽带入户,0.0,0.0,5.0,5.0,4.0,0,4.0,2.0,5.0,8.0,1.0,225.344
绿洲花园,2.0,2.0,2.5,5.0,5.0,7.5,5.746,0.975,1.055,1295户,板塔结合,8.0,1.70,1.30元/平米·月,住宅,220000平方米,19栋,24小时热水供应,空调,20A,管道煤气,24小时保安,社区卫生服务站,1,地上车位租价200元/月,可视对讲,5.0,1.0,3.0,4.0,1.0,0,3.0,1.0,9.0,7.0,3.0,224.321
红苹果,0.0,0.0,5.0,10.0,7.5,7.5,9.116,1.174,0.963,1292户,板塔结合,7.0,2.70,1.90元/平米·月,住宅,200000平方米,17栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,物业保安,卫生费、垃圾费,1,896个车位,杭州市电信公司,7.0,1.0,3.0,6.0,1.0,0,1.0,1.0,6.0,1.0,1.0,224.301
魅力之城,0.0,0.0,5.0,10.0,5.0,10.0,0.0,1.149,0.984,1888户,板塔结合,6.0,2.30,2.30元/平米·月,住宅,199442平方米,20栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、0.56每度,管道天然气、2.4元/立方,保安24小时巡逻,卫生费、垃圾费,1,一期约540个,移动宽带等、按套餐收费,5.0,1.0,2.0,4.0,1.0,0,2.0,1.0,8.0,5.0,9.0,223.25
紫金公寓,0.0,0.0,2.5,2.5,5.0,7.5,0.0,1.31,1.088,1190户,板楼,7.0,1.60,0.60元/平米·月,住宅,10000平方米,22栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,地面停车位,移动、联通、电信等,6.0,1.0,5.0,4.0,1.0,0,4.0,1.0,4.0,6.0,1.0,222.92
金都华府,3.0,4.0,5.0,5.0,5.0,10.0,0.0,1.142,0.992,1009户,塔楼,6.4,1.70,2.50元/平米·月,住宅,130000平方米,19栋,杭州市水务集团有限公司,自供暖,浙江省电力公司杭州供电公司,管道燃气,电子监控、高级防盗门、红外监控,24小时卫生轮流值日,1,地下车位962个,全方位覆盖小区一体式门禁中央通话系统,11.0,1.0,2.0,6.0,2.0,0,1.0,2.0,4.0,5.0,1.0,222.7
翠苑一区,0.0,0.0,5.0,5.0,7.5,10.0,10.0,1.146,1.045,3778户,板楼,7.0,2.00,0.50元/平米·月,住宅,357000平方米,63栋,自来水,自供暖,一户一表,管道煤气,电子监控,卫生费、垃圾费,0,110个停车位,智能化布线入户,10.0,1.0,2.0,3.0,2.0,0,2.0,1.0,5.0,11.0,1.0,222.635
直箭道巷,13.0,5.0,5.0,7.5,5.0,10.0,0.0,1.278,0.884,685户,板楼,7.0,1.80,1.00元/平米·月,住宅,800平方米,12栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,单元门锁,卫生费、垃圾费,0,地下停车位,移动、联通、电信等,5.0,1.0,5.0,4.0,3.0,0,4.0,3.0,3.0,3.0,1.0,222.54
登云阁,6.0,0.0,2.5,5.0,7.5,10.0,6.734,1.181,1.098,510户,板楼,7.0,1.70,0.60元/平米·月,住宅,34000平方米,10栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,电子监控,卫生费、垃圾费,1,约460个停车位,宽带入户,1.0,0.0,6.0,6.0,2.0,0,4.0,1.0,1.0,2.0,1.0,221.014
建德路小区,0.0,0.0,5.0,5.0,7.5,10.0,6.834,1.208,1.275,104户,砖楼,20.0,1.00,0,住宅,1000平方米,4栋,市政供水,自供暖,民用供电,管道燃气,电子监控,卫生费、垃圾费,1,200个,电信、移动、联通等设备,0.0,0.0,7.0,5.0,12.0,0,1.0,1.0,1.0,1.0,1.0,220.539
湖滨花园,0.0,0.0,2.5,5.0,7.5,10.0,7.044,1.029,0.994,2632户,板楼,7.6,1.70,1.80元/平米·月,住宅,300000平方米,54栋,民用水电,中央空调,民用水电,管道煤气,电子监控,卫生费、垃圾费,1,车位总数,智能化布线入户,8.0,1.0,2.0,5.0,5.0,0,2.0,2.0,6.0,3.0,1.0,219.844
绿洲之馨,26.0,5.0,2.5,7.5,5.0,10.0,1.568,1.757,1.027,64户,板塔结合,6.0,4.05,1.70元/平米·月,住宅,9721平方米,1栋,杭州市水业集团有限公司,自供暖,市供电,管道天然气,电子监控、高级防盗门,垃圾清运,1,65个,可视电话,8.0,1.0,2.0,2.0,1.0,0,3.0,1.0,10.0,11.0,1.0,219.543
溪畔花园,0.0,0.0,5.0,7.5,7.5,7.5,7.314,1.122,1.028,770户,板塔结合,8.0,2.10,0.50元/平米·月,住宅,12000平方米,23栋,杭州自来水公司,杭州暖气公司,一户一表,管道燃气 杭州天然气公司,单元门锁保安巡逻,西溪卫生所,0,先到先停,移动、联通、电信等,7.0,1.0,4.0,3.0,3.0,0,2.0,1.0,5.0,5.0,3.0,219.454
南岸花城,0.0,0.0,5.0,5.0,7.5,7.5,6.868,1.588,0.866,1124户,板楼,8.32,0.76,1.20元/平米·月,住宅,340000平方米,13栋,杭州市水业集团有限公司、民用、1.85元/吨,无供暖,杭州市电力局、民用、6毛不到,管道天然气,高级防盗门、电子监控,卫生费、垃圾费,1,车位总数,移动宽带等,9.0,0.0,2.0,4.0,2.0,0,2.0,3.0,2.0,8.0,4.0,217.058
武林桥河下,0.0,0.0,5.0,7.5,5.0,10.0,9.534,1.243,1.079,555户,板楼,5.0,1.20,0.50元/平米·月,住宅,0,11栋,自来水,自供暖,杭州市电力局,管道燃气,电子监控,卫生费、垃圾费,1,1,电信、移动、联通等设备,4.0,1.0,3.0,3.0,1.0,0,5.0,4.0,4.0,5.0,1.0,216.649
水晶城,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.095,1.041,1289户,板楼,7.0,2.50,1.44元/平米·月,住宅,320000平方米,9栋,杭州滨江水务公司,无供暖,杭州市电力局,管道天然气,小区闭路电视监控、周边防越报警系统、高级防盗门,卫生费、垃圾费,1,车位1,带入户、可视化对讲系统,1.0,1.0,5.0,8.0,5.0,0,2.0,3.0,4.0,6.0,1.0,216.565
赞成太和广场,0.0,0.0,5.0,5.0,5.0,7.5,3.766,1.063,1.036,776户,板楼,7.0,5.53,5.50元/平米·月,住宅,120000平方米,6栋,市供水,自供暖,市政供电,管道燃气,电子监控,物业卫生服务,1,车位售价25,移动、联通、电信等,6.0,0.0,2.0,6.0,1.0,0,5.0,2.0,4.0,1.0,1.0,216.436
紫花苑,0.0,0.0,5.0,7.5,7.5,7.5,7.496,1.252,1.002,1146户,板塔结合,6.0,1.50,0.50元/平米·月,住宅,12000平方米,25栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,社区警务 门卫,卫生费、垃圾费,1,地面停车位100,宽带入户,4.0,0.0,4.0,5.0,1.0,0,3.0,2.0,4.0,4.0,1.0,215.546
大关南六苑,3.0,1.0,5.0,7.5,7.5,10.0,7.858,1.088,1.121,679户,板楼,6.0,1.70,0.50元/平米·月,住宅,54236平方米,12栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,单元门锁,卫生费、垃圾费,0,地面停车位月400个,移动宽带入户、按不同套餐收费,8.0,1.0,3.0,4.0,3.0,0,1.0,1.0,5.0,5.0,1.0,214.553
赞成林风沁林苑,0.0,0.0,5.0,5.0,5.0,7.5,7.122,1.207,0.984,547户,板塔结合,8.0,2.90,1.58元/平米·月,住宅,100000平方米,6栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道燃气、罐装煤气,小区保安,物业卫生服务,1,地下750个车位,移动、联通、电信等,7.0,1.0,4.0,5.0,1.0,0,2.0,2.0,3.0,1.0,1.0,214.452
紫桂花园,15.0,27.0,5.0,5.0,7.5,10.0,8.356,1.087,1.024,694户,板塔结合,7.2,1.40,0.80元/平米·月,住宅,117728平方米,26栋,水箱供水,自供暖,15A,管道煤气,值班保安,物业卫生服务,1,有240个停车位,宽带接入,3.0,1.0,3.0,4.0,1.0,0,4.0,2.0,5.0,1.0,4.0,214.286
天虹公寓,23.0,16.0,5.0,5.0,5.0,7.5,6.846,1.07,1.065,1028户,板楼,5.4,1.30,1.50元/平米·月,住宅,180000平方米,7栋,市供水,自供暖,市政供电,管道燃气、罐装煤气,电子监控、安保人员,卫生费,1,有地下车库,移动、联通、电信等,5.0,1.0,3.0,3.0,4.0,0,5.0,2.0,5.0,5.0,1.0,213.421
翠苑佳居,3.0,8.0,5.0,5.0,7.5,10.0,5.958,1.088,1.268,316户,板楼,6.0,1.00,1.00元/平米·月,住宅,20000平方米,8栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天燃气,小区安全执勤点,0,1,100个,移动、联通、电信等,0.0,1.0,6.0,5.0,3.0,0,2.0,1.0,5.0,1.0,1.0,213.358
武林花园,23.0,16.0,5.0,7.5,7.5,7.5,7.482,1.291,1.069,315户,板楼,5.2,2.30,0.45元/平米·月,住宅,68400平方米,6栋,自来水,自供暖,一户一表,管道煤气,电子监控,卫生费、垃圾费,0,100个,电信、移动、联通等设备,9.0,1.0,3.0,2.0,2.0,0,4.0,1.0,6.0,2.0,1.0,213.127
新金都城市花园,0.0,0.0,5.0,7.5,7.5,10.0,0.0,1.171,1.087,994户,板塔结合,8.0,1.94,1.30元/平米·月,住宅,130000平方米,36栋,市政供水,自供暖,市政供电,管道煤气,高级防火防盗门,专职保洁人员,1,有150个停车位,宽带入户,0.0,0.0,5.0,3.0,1.0,0,5.0,2.0,6.0,2.0,5.0,213.015
怡和苑,0.0,0.0,5.0,5.0,5.0,10.0,5.266,1.126,1.008,134户,板楼,7.0,0,0.40元/平米·月,住宅,0,2栋,市供水,自供暖,市政供电,管道燃气 罐装燃气,小区保安,卫生费、垃圾费,1,40个车位,移动、联通、电信等,6.0,1.0,4.0,4.0,1.0,0,3.0,1.0,5.0,2.0,1.0,212.646
大关东八苑,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.108,1.276,422户,板楼,10.0,2.50,0.50元/平米·月,住宅,50000平方米,7栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道燃气、罐装煤气,单元门锁,垃圾费,0,外围停车位,移动、联通、电信等,4.0,1.0,3.0,4.0,3.0,0,4.0,1.0,6.0,3.0,1.0,212.22
万家花城,12.0,34.0,5.0,7.5,5.0,7.5,6.892,1.208,1.039,2592户,板塔结合,6.4,2.40,1.76元/平米·月,住宅,400000平方米,28栋,杭州市水业集团有限公司、民用、2.95元/吨,自供暖,杭州市电力局、民用、6毛不到,管道天然气、2.4元/立方,可视对讲机,卫生费、垃圾费,1,350个车位 地上停车每个月租金100/月,移动、联通、电信等,4.0,1.0,2.0,3.0,2.0,0,3.0,2.0,5.0,1.0,11.0,211.957
文欣苑,0.0,0.0,5.0,7.5,7.5,7.5,0.0,1.122,1.069,451户,板塔结合,7.0,2.16,1.80元/平米·月,住宅,75507平方米,12栋,变频供水,无供暖,15A,管道煤气,塑钢门窗、防盗门,卫生费、垃圾费,1,300个,预设接口,3.0,1.0,2.0,4.0,8.0,0,3.0,1.0,8.0,1.0,6.0,211.755
采荷青莼,22.0,0.0,5.0,7.5,5.0,10.0,7.828,1.111,1.021,661户,板楼,7.0,2.50,0.90元/平米·月,住宅,18800平方米,12栋,杭州市水业集团有限公司,自供暖,杭州市电力局,管道天然气,值班保安,卫生费、垃圾费,0,地面停车位,移动宽带等,7.0,1.0,5.0,4.0,1.0,0,2.0,1.0,2.0,1.0,1.0,211.753
凤凰城,8.0,0.0,5.0,5.0,5.0,7.5,8.058,1.147,1.001,949户,塔楼,6.0,6.49,1.50元/平米·月,住宅,129700平方米,4栋,杭州市水业集团有限公司、民用、1.85元/吨,自供暖,杭州市电力局、民用、6毛不到,管道然气、2.4元/立方,单元门锁,卫生费、垃圾费,1,600个车位,移动、联通、电信等,8.0,0.0,3.0,4.0,1.0,0,2.0,1.0,8.0,4.0,1.0,211.043
景芳二区,5.0,37.0,2.5,5.0,5.0,7.5,0.0,1.27,1.012,1739户,板塔结合,4.0,1.90,0.50元/平米·月,住宅,150000平方米,40栋,杭州市水业集团有限公司,无供暖,杭州市电力局,管道天然气,小区安保,卫生费、垃圾费,0,400个车位,移动宽带等,8.0,1.0,3.0,4.0,1.0,0,5.0,1.0,4.0,1.0,1.0,209.88
夕照新村,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.082,1.061,3087户,板楼,7.0,1.20,0.90元/平米·月,住宅,12000平方米,51栋,杭州市水业集团有限公司,自供暖,杭州市电力局、民用,管道然气,值班保安,地面清扫、垃圾清运,0,地面停车位260个,宽带入户,14.0,1.0,4.0,4.0,1.0,0,1.0,2.0,4.0,2.0,1.0,209.735
邮电新村,4.0,1.0,0.0,0.0,0.0,0.0,2.298,1.17,0.992,881户,板楼,4.6,1.70,0,住宅,80000平方米,16栋,杭州市自来水公司,自供暖,电力公司,天然气公司,保安,垃圾袋,0,大约有100个停车位,移动、联通、电信等,7.0,1.0,3.0,7.0,1.0,0,3.0,1.0,5.0,1.0,2.0,209.478
金都华庭,0.0,1.0,2.5,5.0,5.0,10.0,3.422,1.032,0.999,0,塔楼,9.0,2.69,2.10元/平米·月,住宅,63800平方米,0,变频供水,中央空调,15A,管道煤气,24小时保安、电子监控,省人民医院儿童医院,1,人车分流、地面有车位36个、4元一天、地下车位285个、4、5万/个,光纤入户,5.0,1.0,2.0,3.0,2.0,0,3.0,1.0,8.0,7.0,4.0,208.227
视界之窗,14.0,3.0,2.5,7.5,5.0,7.5,7.646,1.156,1.024,602户,板塔结合,6.0,2.50,3.50元/平米·月,住宅,22583平方米,1栋,杭州滨江水务公司,自供暖,杭州市电力局,燃气,值班保安,垃圾清运,1,196个车位,移动、联通、电信等,7.0,1.0,4.0,3.0,2.0,0,2.0,1.0,3.0,1.0,6.0,207.066
绿园,0.0,0.0,5.0,7.5,7.5,10.0,8.312,1.008,1.029,1176户,塔楼,7.340000000000001,3.15,2.50元/平米·月,住宅,115600平方米,4栋,水箱,中央空调,15A,管道煤气,电子监控,卫生费、垃圾费,1,大型地下车库 门口有临时车位,宽带网预设接口,6.0,0.0,4.0,4.0,1.0,0,1.0,1.0,4.0,4.0,3.0,206.167
